Month,SKU_ID,Branch_ID,Demand,Inventory,Stockout_Flag,Holiday_Flag,Fuel_Cost_Index,Industrial_Index,Effective_Lead_Time
2024-11,10005,BLR01,155,192,0,1,1.21,104.68,4
2024-12,10005,BLR01,161,191,0,1,0.98,111.1,4
2025-01,10005,BLR01,151,199,0,0,1.28,96.0,4
2025-02,10005,BLR01,157,130,1,0,1.13,107.9,4
2025-03,10005,BLR01,156,162,0,0,1.27,108.32,4
2025-04,10005,BLR01,136,246,0,0,1.1,96.44,4
2025-05,10005,BLR01,156,241,0,0,1.21,104.71,4
2025-06,10005,BLR01,184,138,1,0,0.97,112.45,7
2025-07,10005,BLR01,167,184,0,0,1.28,105.37,7
2025-08,10005,BLR01,158,149,1,0,1.0,111.07,4
2025-09,10005,BLR01,125,176,0,0,1.2,97.65,4
2025-10,10005,BLR01,176,243,0,0,0.94,103.36,4
2025-11,10005,BLR01,162,159,1,1,0.95,109.4,4
2025-12,10005,BLR01,159,143,1,1,1.04,110.78,4
2023-01,10005,HYD01,92,87,1,0,1.03,110.26,4
2023-02,10005,HYD01,90,148,0,0,1.07,95.89,4
2023-03,10005,HYD01,91,42,1,0,0.95,104.07,4
2023-04,10005,HYD01,98,143,0,0,0.93,98.83,4
2023-05,10005,HYD01,73,90,0,0,1.04,105.59,4
2023-06,10005,HYD01,108,118,0,0,1.04,111.11,4
2023-07,10005,HYD01,91,99,0,0,1.12,106.76,4
2023-08,10005,HYD01,96,113,0,0,1.27,113.17,4
2023-09,10005,HYD01,101,188,0,0,1.12,114.57,4
2023-10,10005,HYD01,92,113,0,0,1.21,98.41,4
2023-11,10005,HYD01,81,95,0,1,1.18,112.55,4
2023-12,10005,HYD01,90,96,0,1,1.02,108.45,4
2024-01,10005,HYD01,83,72,1,0,0.97,104.95,4
2024-02,10005,HYD01,105,72,1,0,0.93,108.28,4
2024-03,10005,HYD01,94,48,1,0,1.01,109.46,4
2024-04,10005,HYD01,84,188,0,0,1.23,108.67,4
2024-05,10005,HYD01,100,89,1,0,1.07,98.78,4
2024-06,10005,HYD01,85,72,1,0,1.11,99.69,4
2024-07,10005,HYD01,111,124,0,0,1.03,95.69,4
2024-08,10005,HYD01,65,90,0,0,0.92,109.57,4
2024-09,10005,HYD01,81,109,0,0,0.94,102.67,4
2024-10,10005,HYD01,96,108,0,0,1.14,109.55,4
2024-11,10005,HYD01,97,71,1,1,1.17,99.01,4
2024-12,10005,HYD01,93,113,0,1,1.03,107.41,4
2025-01,10005,HYD01,109,138,0,0,0.94,111.99,4
2025-02,10005,HYD01,74,187,0,0,1.29,109.81,4
2025-03,10005,HYD01,98,88,1,0,0.94,95.55,4
2025-04,10005,HYD01,100,70,1,0,0.97,109.5,4
2025-05,10005,HYD01,115,107,1,0,0.98,109.91,4
2025-06,10005,HYD01,119,104,1,0,0.91,109.6,7
2025-07,10005,HYD01,93,96,0,0,1.13,107.99,7
2025-08,10005,HYD01,91,39,1,0,1.01,102.39,4
2025-09,10005,HYD01,77,132,0,0,1.19,105.16,4
2025-10,10005,HYD01,85,104,0,0,1.06,99.82,4
2025-11,10005,HYD01,93,91,1,1,0.94,97.02,4
2025-12,10005,HYD01,96,139,0,1,1.01,110.35,4
2023-01,10005,CHN01,93,68,1,0,1.06,96.02,4
2023-02,10005,CHN01,90,111,0,0,1.06,102.01,4
2023-03,10005,CHN01,108,132,0,0,0.96,102.33,4
2023-04,10005,CHN01,91,98,0,0,1.22,109.14,4
2023-05,10005,CHN01,96,71,1,0,0.94,107.56,4
2023-06,10005,CHN01,96,157,0,0,1.13,113.23,4
2023-07,10005,CHN01,88,118,0,0,1.05,111.86,4
2023-08,10005,CHN01,115,156,0,0,1.25,112.88,4
2023-09,10005,CHN01,118,122,0,0,1.2,107.13,4
2023-10,10005,CHN01,105,94,1,0,1.19,96.72,4
2023-11,10005,CHN01,88,106,0,1,1.03,95.36,4
2023-12,10005,CHN01,112,34,1,1,1.15,108.27,4
2024-01,10005,CHN01,96,130,0,0,0.95,112.03,4
2024-02,10005,CHN01,101,154,0,0,1.29,96.95,4
2024-03,10005,CHN01,111,62,1,0,1.04,113.57,4
2024-04,10005,CHN01,102,86,1,0,1.14,108.05,4
2024-05,10005,CHN01,94,64,1,0,1.24,98.9,4
2024-06,10005,CHN01,103,155,0,0,1.2,109.27,4
2024-07,10005,CHN01,104,62,1,0,1.25,103.64,4
2024-08,10005,CHN01,100,129,0,0,0.96,102.79,4
2024-09,10005,CHN01,100,122,0,0,1.25,112.63,4
2024-10,10005,CHN01,94,103,0,0,1.19,101.23,4
2024-11,10005,CHN01,98,162,0,1,1.09,110.56,4
2024-12,10005,CHN01,91,38,1,1,1.05,102.35,4
2025-01,10005,CHN01,115,115,0,0,1.04,105.49,4
2025-02,10005,CHN01,89,142,0,0,1.01,113.67,4
2025-03,10005,CHN01,107,168,0,0,1.16,95.59,4
2025-04,10005,CHN01,103,195,0,0,1.12,102.19,4
2025-05,10005,CHN01,100,131,0,0,1.09,96.05,4
2025-06,10005,CHN01,124,220,0,0,1.0,109.9,7
2025-07,10005,CHN01,111,95,1,0,1.08,100.73,7
2025-08,10005,CHN01,108,67,1,0,1.16,111.49,4
2025-09,10005,CHN01,94,106,0,0,1.01,114.6,4
2025-10,10005,CHN01,117,137,0,0,0.9,105.36,4
2025-11,10005,CHN01,102,93,1,1,1.27,114.37,4
2025-12,10005,CHN01,80,183,0,1,1.28,108.47,4
2023-01,10005,PUN01,117,129,0,0,1.0,111.02,4
2023-02,10005,PUN01,96,185,0,0,0.92,113.32,4
2023-03,10005,PUN01,83,120,0,0,1.14,108.55,4
2023-04,10005,PUN01,113,112,1,0,1.13,113.96,4
2023-05,10005,PUN01,100,72,1,0,1.16,112.84,4
2023-06,10005,PUN01,96,166,0,0,1.3,100.32,4
2023-07,10005,PUN01,92,147,0,0,1.16,109.55,4
2023-08,10005,PUN01,85,117,0,0,1.08,106.23,4
2023-09,10005,PUN01,93,145,0,0,1.27,103.81,4
2023-10,10005,PUN01,109,113,0,0,1.13,114.2,4
2023-11,10005,PUN01,98,178,0,1,0.91,103.27,4
2023-12,10005,PUN01,105,75,1,1,0.98,99.1,4
2024-01,10005,PUN01,92,97,0,0,1.02,112.72,4
2024-02,10005,PUN01,102,135,0,0,1.22,100.39,4
2024-03,10005,PUN01,104,43,1,0,0.94,109.6,4
2024-04,10005,PUN01,108,86,1,0,1.1,98.62,4
2024-05,10005,PUN01,86,134,0,0,1.1,96.51,4
2024-06,10005,PUN01,110,143,0,0,1.05,114.09,4
2024-07,10005,PUN01,99,129,0,0,1.19,100.05,4
2024-08,10005,PUN01,84,125,0,0,0.96,114.99,4
2024-09,10005,PUN01,84,173,0,0,1.02,107.08,4
2024-10,10005,PUN01,95,86,1,0,1.14,96.25,4
2024-11,10005,PUN01,86,131,0,1,1.17,114.64,4
2024-12,10005,PUN01,102,117,0,1,1.28,104.74,4
2025-01,10005,PUN01,103,120,0,0,1.04,100.23,4
2025-02,10005,PUN01,92,53,1,0,1.22,105.94,4
2025-03,10005,PUN01,108,130,0,0,1.15,105.8,4
2025-04,10005,PUN01,103,137,0,0,1.15,102.2,4
2025-05,10005,PUN01,99,102,0,0,0.94,100.37,4
2025-06,10005,PUN01,124,104,1,0,0.97,100.54,7
2025-07,10005,PUN01,111,92,1,0,1.0,102.77,7
2025-08,10005,PUN01,105,100,1,0,1.06,97.9,4
2025-09,10005,PUN01,100,106,0,0,1.14,114.67,4
2025-10,10005,PUN01,82,138,0,0,1.12,100.59,4
2025-11,10005,PUN01,101,97,1,1,0.98,112.48,4
2025-12,10005,PUN01,99,139,0,1,1.2,99.19,4
2023-01,10005,MUM01,112,108,1,0,0.98,110.85,4
2023-02,10005,MUM01,112,165,0,0,1.24,106.09,4
2023-03,10005,MUM01,124,86,1,0,1.26,104.2,4
2023-04,10005,MUM01,104,142,0,0,1.22,114.35,4
2023-05,10005,MUM01,116,66,1,0,0.93,106.18,4
2023-06,10005,MUM01,104,128,0,0,1.08,101.68,4
2023-07,10005,MUM01,142,150,0,0,0.9,110.22,4
2023-08,10005,MUM01,107,177,0,0,0.92,110.1,4
2023-09,10005,MUM01,106,108,0,0,1.13,98.1,4
2023-10,10005,MUM01,130,93,1,0,1.12,102.73,4
2023-11,10005,MUM01,132,58,1,1,0.9,96.57,4
2023-12,10005,MUM01,121,136,0,1,1.01,102.41,4
2024-01,10005,MUM01,126,134,0,0,1.28,109.79,4
2024-02,10005,MUM01,119,106,1,0,1.06,104.41,4
2024-03,10005,MUM01,114,178,0,0,1.02,102.68,4
2024-04,10005,MUM01,120,149,0,0,1.01,97.35,4
2024-05,10005,MUM01,119,122,0,0,1.13,105.67,4
2024-06,10005,MUM01,99,171,0,0,1.22,105.47,4
2024-07,10005,MUM01,123,130,0,0,1.02,112.39,4
2024-08,10005,MUM01,108,156,0,0,0.91,97.04,4
2024-09,10005,MUM01,108,150,0,0,1.05,105.03,4
2024-10,10005,MUM01,110,139,0,0,1.06,104.7,4
2024-11,10005,MUM01,129,134,0,1,0.97,111.16,4
2024-12,10005,MUM01,121,192,0,1,1.18,103.24,4
2025-01,10005,MUM01,120,97,1,0,1.11,107.79,4
2025-02,10005,MUM01,123,118,1,0,1.13,96.71,4
2025-03,10005,MUM01,132,117,1,0,1.22,104.89,4
2025-04,10005,MUM01,113,145,0,0,1.06,112.97,4
2025-05,10005,MUM01,119,151,0,0,1.24,96.78,4
2025-06,10005,MUM01,129,156,0,0,0.97,99.79,7
2025-07,10005,MUM01,116,110,1,0,1.03,97.7,7
2025-08,10005,MUM01,122,67,1,0,1.08,101.93,4
2025-09,10005,MUM01,121,138,0,0,1.2,101.64,4
2025-10,10005,MUM01,109,144,0,0,0.95,101.91,4
2025-11,10005,MUM01,110,153,0,1,0.93,97.63,4
2025-12,10005,MUM01,120,161,0,1,1.0,106.11,4
2023-01,10005,DEL01,145,140,1,0,1.2,95.35,4
2023-02,10005,DEL01,167,210,0,0,1.06,100.95,4
2023-03,10005,DEL01,129,175,0,0,1.22,111.06,4
2023-04,10005,DEL01,123,131,0,0,1.01,104.65,4
2023-05,10005,DEL01,130,200,0,0,1.14,102.65,4
2023-06,10005,DEL01,150,143,1,0,1.22,100.34,4
2023-07,10005,DEL01,131,127,1,0,1.04,104.96,4
2023-08,10005,DEL01,125,142,0,0,0.95,95.25,4
2023-09,10005,DEL01,144,125,1,0,1.0,104.37,4
2023-10,10005,DEL01,148,161,0,0,1.26,109.91,4
2023-11,10005,DEL01,140,136,1,1,1.21,95.35,4
2023-12,10005,DEL01,150,158,0,1,1.09,95.08,4
2024-01,10005,DEL01,139,147,0,0,0.96,108.29,4
2024-02,10005,DEL01,130,172,0,0,1.26,103.84,4
2024-03,10005,DEL01,143,134,1,0,1.22,107.79,4
2024-04,10005,DEL01,143,176,0,0,1.25,103.68,4
2024-05,10005,DEL01,133,165,0,0,1.11,106.75,4
2024-06,10005,DEL01,135,138,0,0,1.27,104.3,4
2024-07,10005,DEL01,140,130,1,0,1.14,96.29,4
2024-08,10005,DEL01,139,169,0,0,1.12,105.4,4
2024-09,10005,DEL01,124,177,0,0,1.01,105.23,4
2024-10,10005,DEL01,151,168,0,0,0.96,95.3,4
2024-11,10005,DEL01,147,93,1,1,0.96,103.52,4
2024-12,10005,DEL01,161,193,0,1,1.01,103.0,4
2025-01,10005,DEL01,141,191,0,0,1.06,101.66,4
2025-02,10005,DEL01,128,183,0,0,1.0,114.96,4
2025-03,10005,DEL01,135,141,0,0,0.94,106.6,4
2025-04,10005,DEL01,125,201,0,0,1.11,110.77,4
2025-05,10005,DEL01,142,197,0,0,0.97,97.0,4
2025-06,10005,DEL01,162,138,1,0,1.22,105.17,7
2025-07,10005,DEL01,160,129,1,0,1.27,106.95,7
2025-08,10005,DEL01,144,172,0,0,1.27,110.4,4
2025-09,10005,DEL01,131,180,0,0,0.92,105.35,4
2025-10,10005,DEL01,147,137,1,0,1.06,101.46,4
2025-11,10005,DEL01,137,173,0,1,1.06,97.12,4
2025-12,10005,DEL01,127,187,0,1,1.13,106.83,4
2023-01,10005,KOL01,224,184,1,0,1.14,96.43,4
2023-02,10005,KOL01,238,266,0,0,0.91,101.54,4
2023-03,10005,KOL01,223,289,0,0,1.26,107.68,4
2023-04,10005,KOL01,218,272,0,0,1.06,98.59,4
2023-05,10005,KOL01,242,264,0,0,1.1,96.66,4
2023-06,10005,KOL01,222,301,0,0,1.24,103.69,4
2023-07,10005,KOL01,232,242,0,0,1.21,100.31,4
2023-08,10005,KOL01,230,283,0,0,1.03,104.31,4
2023-09,10005,KOL01,231,219,1,0,0.96,105.2,4
2023-10,10005,KOL01,246,258,0,0,1.27,102.67,4
2023-11,10005,KOL01,247,260,0,1,1.22,95.07,4
2023-12,10005,KOL01,229,199,1,1,0.99,98.99,4
2024-01,10005,KOL01,238,249,0,0,1.01,96.05,4
2024-02,10005,KOL01,244,239,1,0,1.24,104.66,4
2024-03,10005,KOL01,240,259,0,0,0.98,99.31,4
2024-04,10005,KOL01,228,242,0,0,1.05,113.22,4
2024-05,10005,KOL01,224,323,0,0,1.27,95.97,4
2024-06,10005,KOL01,240,211,1,0,1.15,95.79,4
2024-07,10005,KOL01,254,222,1,0,1.18,107.76,4
2024-08,10005,KOL01,231,251,0,0,1.07,97.58,4
2024-09,10005,KOL01,237,284,0,0,1.03,110.33,4
2024-10,10005,KOL01,217,260,0,0,1.22,112.34,4
2024-11,10005,KOL01,234,265,0,1,1.13,110.27,4
2024-12,10005,KOL01,233,243,0,1,1.25,95.4,4
2025-01,10005,KOL01,235,318,0,0,1.08,95.14,4
2025-02,10005,KOL01,232,299,0,0,1.12,108.55,4
2025-03,10005,KOL01,238,262,0,0,1.11,102.99,4
2025-04,10005,KOL01,238,276,0,0,1.02,97.53,4
2025-05,10005,KOL01,233,296,0,0,1.16,104.42,4
2025-06,10005,KOL01,278,216,1,0,0.92,103.27,7
2025-07,10005,KOL01,247,317,0,0,1.2,111.56,7
2025-08,10005,KOL01,239,212,1,0,1.27,111.7,4
2025-09,10005,KOL01,232,290,0,0,1.07,104.41,4
2025-10,10005,KOL01,235,256,0,0,1.27,106.59,4
2025-11,10005,KOL01,243,270,0,1,1.04,107.43,4
2025-12,10005,KOL01,242,283,0,1,1.04,102.54,4
2023-01,10005,AMD01,163,160,1,0,1.22,100.59,4
2023-02,10005,AMD01,170,138,1,0,1.25,99.83,4
2023-03,10005,AMD01,168,164,1,0,1.2,106.01,4
2023-04,10005,AMD01,175,233,0,0,1.1,95.8,4
2023-05,10005,AMD01,170,191,0,0,0.96,108.33,4
2023-06,10005,AMD01,176,130,1,0,1.13,103.91,4
2023-07,10005,AMD01,165,213,0,0,1.08,105.75,4
2023-08,10005,AMD01,181,210,0,0,1.06,107.92,4
2023-09,10005,AMD01,185,161,1,0,0.91,99.1,4
2023-10,10005,AMD01,181,186,0,0,1.11,113.6,4
2023-11,10005,AMD01,152,78,1,1,0.95,111.05,4
2023-12,10005,AMD01,174,178,0,1,1.26,113.87,4
2024-01,10005,AMD01,190,195,0,0,1.21,97.62,4
2024-02,10005,AMD01,166,190,0,0,1.1,98.1,4
2024-03,10005,AMD01,165,148,1,0,1.07,107.46,4
2024-04,10005,AMD01,170,159,1,0,0.97,106.48,4
2024-05,10005,AMD01,178,258,0,0,1.2,101.71,4
2024-06,10005,AMD01,166,240,0,0,1.09,107.96,4
2024-07,10005,AMD01,155,220,0,0,0.93,96.82,4
2024-08,10005,AMD01,172,205,0,0,0.95,102.13,4
2024-09,10005,AMD01,182,198,0,0,0.92,99.73,4
2024-10,10005,AMD01,156,211,0,0,0.93,95.56,4
2024-11,10005,AMD01,175,176,0,1,1.07,109.41,4
2024-12,10005,AMD01,168,214,0,1,0.98,105.34,4
2025-01,10005,AMD01,172,172,0,0,1.13,113.15,4
2025-02,10005,AMD01,171,150,1,0,1.25,103.2,4
2025-03,10005,AMD01,162,186,0,0,1.01,101.49,4
2025-04,10005,AMD01,169,193,0,0,1.08,108.43,4
2025-05,10005,AMD01,169,143,1,0,1.2,112.34,4
2025-06,10005,AMD01,213,226,0,0,0.95,113.92,7
2025-07,10005,AMD01,200,171,1,0,1.01,113.67,7
2025-08,10005,AMD01,180,216,0,0,0.99,103.86,4
2025-09,10005,AMD01,183,207,0,0,0.94,114.25,4
2025-10,10005,AMD01,167,206,0,0,1.23,105.37,4
2025-11,10005,AMD01,151,173,0,1,1.13,109.6,4
2025-12,10005,AMD01,188,144,1,1,1.18,109.22,4
2023-01,10006,BLR01,247,248,0,0,1.01,113.1,3
2023-02,10006,BLR01,238,304,0,0,1.22,102.13,3
2023-03,10006,BLR01,237,339,0,0,1.06,101.49,3
2023-04,10006,BLR01,241,198,1,0,1.09,104.43,3
2023-05,10006,BLR01,240,258,0,0,1.0,113.29,3
2023-06,10006,BLR01,246,252,0,0,1.2,111.2,3
2023-07,10006,BLR01,240,286,0,0,0.99,104.31,3
2023-08,10006,BLR01,252,236,1,0,1.15,112.5,3
2023-09,10006,BLR01,242,202,1,0,1.08,110.21,3
2023-10,10006,BLR01,249,263,0,0,1.26,112.44,3
2023-11,10006,BLR01,240,274,0,1,0.94,97.02,3
2023-12,10006,BLR01,243,258,0,1,1.29,103.77,3
2024-01,10006,BLR01,248,269,0,0,1.0,112.17,3
2024-02,10006,BLR01,265,319,0,0,1.04,106.23,3
2024-03,10006,BLR01,249,256,0,0,1.05,97.86,3
2024-04,10006,BLR01,234,285,0,0,1.2,114.36,3
2024-05,10006,BLR01,259,296,0,0,1.23,96.12,3
2024-06,10006,BLR01,271,213,1,0,0.97,101.45,3
2024-07,10006,BLR01,255,260,0,0,1.27,107.57,3
2024-08,10006,BLR01,228,246,0,0,1.29,114.66,3
2024-09,10006,BLR01,253,248,1,0,1.06,101.54,3
2024-10,10006,BLR01,240,273,0,0,0.92,103.96,3
2024-11,10006,BLR01,252,263,0,1,0.95,97.47,3
2024-12,10006,BLR01,245,248,0,1,1.07,110.27,3
2025-01,10006,BLR01,244,304,0,0,1.23,112.13,3
2025-02,10006,BLR01,223,291,0,0,1.28,105.95,3
2025-03,10006,BLR01,245,248,0,0,1.14,112.92,3
2025-04,10006,BLR01,230,313,0,0,1.29,111.03,3
2025-05,10006,BLR01,229,299,0,0,1.05,108.4,3
2025-06,10006,BLR01,278,260,1,0,1.19,104.6,6
2025-07,10006,BLR01,267,257,1,0,1.08,110.41,6
2025-08,10006,BLR01,234,277,0,0,1.03,112.35,3
2025-09,10006,BLR01,249,219,1,0,1.06,99.16,3
2025-10,10006,BLR01,249,294,0,0,1.16,99.73,3
2025-11,10006,BLR01,245,237,1,1,1.12,98.77,3
2025-12,10006,BLR01,256,269,0,1,1.04,103.5,3
2023-01,10006,HYD01,131,88,1,0,1.09,109.13,3
2023-02,10006,HYD01,132,163,0,0,0.92,104.93,3
2023-03,10006,HYD01,121,153,0,0,1.2,114.7,3
2023-04,10006,HYD01,138,172,0,0,1.08,105.81,3
2023-05,10006,HYD01,133,189,0,0,1.05,104.86,3
2023-06,10006,HYD01,121,159,0,0,1.26,108.48,3
2023-07,10006,HYD01,126,156,0,0,1.14,97.42,3
2023-08,10006,HYD01,135,119,1,0,1.06,106.78,3
2023-09,10006,HYD01,133,118,1,0,0.97,114.74,3
2023-10,10006,HYD01,152,168,0,0,1.03,96.89,3
2023-11,10006,HYD01,153,114,1,1,0.91,111.21,3
2023-12,10006,HYD01,116,158,0,1,0.92,98.25,3
2024-01,10006,HYD01,137,171,0,0,1.0,96.31,3
2024-02,10006,HYD01,141,209,0,0,1.06,102.27,3
2024-03,10006,HYD01,141,109,1,0,1.29,98.51,3
2024-04,10006,HYD01,119,213,0,0,1.08,100.08,3
2024-05,10006,HYD01,133,193,0,0,1.12,101.1,3
2024-06,10006,HYD01,125,169,0,0,1.18,102.81,3
2024-07,10006,HYD01,125,61,1,0,1.05,97.01,3
2024-08,10006,HYD01,145,103,1,0,1.17,100.72,3
2024-09,10006,HYD01,120,141,0,0,0.98,95.46,3
2024-10,10006,HYD01,132,155,0,0,0.99,100.59,3
2024-11,10006,HYD01,137,116,1,1,0.93,97.68,3
2024-12,10006,HYD01,120,190,0,1,1.18,106.15,3
2025-01,10006,HYD01,142,103,1,0,0.95,105.73,3
2025-02,10006,HYD01,117,132,0,0,1.14,112.43,3
2025-03,10006,HYD01,120,131,0,0,1.0,104.59,3
2025-04,10006,HYD01,141,139,1,0,1.05,102.47,3
2025-05,10006,HYD01,145,134,1,0,1.16,107.28,3
2025-06,10006,HYD01,166,129,1,0,0.92,112.42,6
2025-07,10006,HYD01,125,158,0,0,1.1,108.35,6
2025-08,10006,HYD01,114,124,0,0,0.96,103.79,3
2025-09,10006,HYD01,108,144,0,0,1.17,103.42,3
2025-10,10006,HYD01,135,164,0,0,1.22,97.19,3
2025-11,10006,HYD01,117,111,1,1,1.13,112.22,3
2025-12,10006,HYD01,130,164,0,1,1.17,105.86,3
2023-01,10006,CHN01,215,267,0,0,1.17,100.07,3
2023-02,10006,CHN01,223,278,0,0,0.97,99.49,3
2023-03,10006,CHN01,227,243,0,0,1.21,104.77,3
2023-04,10006,CHN01,227,173,1,0,1.2,110.68,3
2023-05,10006,CHN01,233,210,1,0,1.16,114.18,3
2023-06,10006,CHN01,211,276,0,0,1.24,103.55,3
2023-07,10006,CHN01,214,192,1,0,1.23,97.97,3
2023-08,10006,CHN01,216,136,1,0,0.91,98.91,3
2023-09,10006,CHN01,225,256,0,0,1.02,112.5,3
2023-10,10006,CHN01,217,294,0,0,1.2,114.23,3
2023-11,10006,CHN01,205,234,0,1,1.28,107.07,3
2023-12,10006,CHN01,223,211,1,1,1.1,112.11,3
2024-01,10006,CHN01,204,250,0,0,1.17,105.85,3
2024-02,10006,CHN01,225,191,1,0,1.23,95.57,3
2024-03,10006,CHN01,207,287,0,0,1.02,102.85,3
2024-04,10006,CHN01,231,226,1,0,1.01,109.66,3
2024-05,10006,CHN01,236,274,0,0,1.02,103.24,3
2024-06,10006,CHN01,244,236,1,0,1.19,102.42,3
2024-07,10006,CHN01,230,284,0,0,1.18,104.78,3
2024-08,10006,CHN01,208,224,0,0,1.23,107.17,3
2024-09,10006,CHN01,228,240,0,0,0.92,112.0,3
2024-10,10006,CHN01,216,284,0,0,0.99,109.7,3
2024-11,10006,CHN01,212,224,0,1,1.21,101.25,3
2024-12,10006,CHN01,225,263,0,1,1.25,111.11,3
2025-01,10006,CHN01,205,271,0,0,1.26,111.81,3
2025-02,10006,CHN01,215,242,0,0,1.16,96.01,3
2025-03,10006,CHN01,227,208,1,0,0.94,109.59,3
2025-04,10006,CHN01,234,204,1,0,1.05,97.91,3
2025-05,10006,CHN01,212,235,0,0,1.13,95.82,3
2025-06,10006,CHN01,266,246,1,0,1.24,112.66,6
2025-07,10006,CHN01,256,206,1,0,1.26,114.49,6
2025-08,10006,CHN01,220,228,0,0,0.99,110.12,3
2025-09,10006,CHN01,212,254,0,0,1.09,108.71,3
2025-10,10006,CHN01,223,276,0,0,1.22,111.16,3
2025-11,10006,CHN01,220,240,0,1,1.19,98.13,3
2025-12,10006,CHN01,226,268,0,1,1.24,100.98,3
2023-01,10006,PUN01,76,68,1,0,1.16,108.86,3
2023-02,10006,PUN01,85,128,0,0,1.21,106.23,3
2023-03,10006,PUN01,90,134,0,0,1.11,106.56,3
2023-04,10006,PUN01,89,123,0,0,1.15,104.65,3
2023-05,10006,PUN01,91,88,1,0,1.2,101.23,3
2023-06,10006,PUN01,98,80,1,0,0.93,112.62,3
2023-07,10006,PUN01,95,45,1,0,1.27,108.56,3
2023-08,10006,PUN01,106,71,1,0,1.04,100.55,3
2023-09,10006,PUN01,76,145,0,0,0.92,95.62,3
2023-10,10006,PUN01,104,109,0,0,1.11,111.82,3
2023-11,10006,PUN01,88,86,1,1,0.99,103.95,3
2023-12,10006,PUN01,92,96,0,1,1.12,113.62,3
2024-01,10006,PUN01,87,67,1,0,1.27,105.85,3
2024-02,10006,PUN01,78,101,0,0,0.9,111.2,3
2024-03,10006,PUN01,91,73,1,0,1.27,99.17,3
2024-04,10006,PUN01,83,106,0,0,1.14,98.28,3
2024-05,10006,PUN01,80,135,0,0,1.09,106.99,3
2024-06,10006,PUN01,94,72,1,0,1.02,108.25,3
2024-07,10006,PUN01,94,67,1,0,0.95,103.51,3
2024-08,10006,PUN01,97,69,1,0,1.0,112.63,3
2024-09,10006,PUN01,88,103,0,0,1.15,96.75,3
2024-10,10006,PUN01,104,71,1,0,1.16,107.49,3
2024-11,10006,PUN01,81,47,1,1,0.94,109.38,3
2024-12,10006,PUN01,108,99,1,1,1.0,101.49,3
2025-01,10006,PUN01,100,78,1,0,1.26,105.36,3
2025-02,10006,PUN01,84,96,0,0,1.25,95.26,3
2025-03,10006,PUN01,89,122,0,0,1.04,113.48,3
2025-04,10006,PUN01,90,85,1,0,1.12,99.39,3
2025-05,10006,PUN01,108,67,1,0,1.19,95.01,3
2025-06,10006,PUN01,93,67,1,0,0.92,97.46,6
2025-07,10006,PUN01,111,114,0,0,1.0,95.42,6
2025-08,10006,PUN01,87,66,1,0,0.99,105.32,3
2025-09,10006,PUN01,90,128,0,0,1.04,102.62,3
2025-10,10006,PUN01,105,76,1,0,1.08,112.13,3
2025-11,10006,PUN01,87,113,0,1,1.12,96.9,3
2025-12,10006,PUN01,85,52,1,1,0.98,112.53,3
2023-01,10006,MUM01,256,225,1,0,1.18,102.66,3
2023-02,10006,MUM01,236,294,0,0,1.08,96.34,3
2023-03,10006,MUM01,247,252,0,0,1.15,111.64,3
2023-04,10006,MUM01,224,257,0,0,0.91,101.06,3
2023-05,10006,MUM01,244,281,0,0,1.02,104.91,3
2023-06,10006,MUM01,216,202,1,0,0.99,97.73,3
2023-07,10006,MUM01,219,293,0,0,1.29,98.87,3
2023-08,10006,MUM01,221,209,1,0,0.9,111.78,3
2023-09,10006,MUM01,235,291,0,0,1.12,108.08,3
2023-10,10006,MUM01,250,215,1,0,0.92,96.08,3
2023-11,10006,MUM01,256,192,1,1,1.26,97.09,3
2023-12,10006,MUM01,229,277,0,1,1.06,101.33,3
2024-01,10006,MUM01,223,247,0,0,1.1,111.03,3
2024-02,10006,MUM01,229,156,1,0,1.24,109.12,3
2024-03,10006,MUM01,217,255,0,0,1.25,106.54,3
2024-04,10006,MUM01,227,227,0,0,1.22,95.88,3
2024-05,10006,MUM01,229,302,0,0,1.1,112.61,3
2024-06,10006,MUM01,244,174,1,0,0.92,95.05,3
2024-07,10006,MUM01,242,218,1,0,0.95,97.28,3
2024-08,10006,MUM01,252,220,1,0,1.18,98.57,3
2024-09,10006,MUM01,241,242,0,0,1.25,110.45,3
2024-10,10006,MUM01,238,243,0,0,1.21,106.93,3
2024-11,10006,MUM01,222,228,0,1,0.95,105.2,3
2024-12,10006,MUM01,216,296,0,1,1.09,102.27,3
2025-01,10006,MUM01,242,267,0,0,0.97,102.63,3
2025-02,10006,MUM01,237,223,1,0,1.19,113.64,3
2025-03,10006,MUM01,236,235,1,0,0.92,112.88,3
2025-04,10006,MUM01,254,270,0,0,1.23,98.01,3
2025-05,10006,MUM01,226,244,0,0,1.09,106.97,3
2025-06,10006,MUM01,268,241,1,0,1.26,114.65,6
2025-07,10006,MUM01,257,272,0,0,1.26,105.32,6
2025-08,10006,MUM01,242,289,0,0,1.18,99.01,3
2025-09,10006,MUM01,241,222,1,0,0.99,103.77,3
2025-10,10006,MUM01,241,281,0,0,1.08,110.84,3
2025-11,10006,MUM01,239,292,0,1,0.99,100.48,3
2025-12,10006,MUM01,227,245,0,1,1.01,99.19,3
2023-01,10006,DEL01,156,200,0,0,0.94,113.45,3
2023-02,10006,DEL01,127,195,0,0,1.2,100.15,3
2023-03,10006,DEL01,145,162,0,0,1.24,103.96,3
