Month,SKU_ID,Branch_ID,Demand,Inventory,Stockout_Flag,Holiday_Flag,Fuel_Cost_Index,Industrial_Index,Effective_Lead_Time,Category,ABC_Class,Supplier_ID,Unit_Price,Unit_Cost,Lead_Time,Supplier_Risk,Region,Warehouse_Capacity,Transport_Cost_Index,month_num,quarter,year,lag_1,lag_2,lag_3,lag_6,lag_12,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,inventory_ratio,demand_growth_rate,Branch_ID_ENC,Prediction,Margin,Available_Inventory,Stockout_Penalty,Risk_Penalty,Transport_Penalty,Optimized_Allocation
2025-12-01,10026,PUN01,119,250,0,1,0.98,112.65,2,4,2,0,106.98,80.38,2,0.27,3,23000,1.02,12,4,2025,116.0,118.0,115.0,147.0,136.0,116.33333333333331,1.5275252316521126,124.33333333333331,14.137420792586692,2.0833333333333335,0.0258620689655173,7,116.98763,26.60000000000001,128.686393,6.650000000000002,2.7,2.04,116.98763
2025-12-01,10027,AMD01,107,72,1,1,0.92,99.54,12,2,0,6,148.51,78.52,12,0.38,3,19000,0.98,12,4,2025,89.0,107.0,120.0,84.0,89.0,105.33333333333331,15.567059238447488,104.16666666666669,16.117278513032698,0.6666666666666666,0.202247191011236,0,107.68109,69.99,118.44919900000001,17.4975,3.8,1.96,107.68109
2025-12-01,10027,BLR01,168,124,1,1,1.11,95.11,12,2,0,6,148.51,78.52,12,0.38,2,25000,1.0,12,4,2025,166.0,166.0,178.0,200.0,145.0,170.0,6.928203230275583,181.66666666666663,20.646226451017046,0.7337278106508875,0.0120481927710842,1,170.63132,69.99,187.694452,17.4975,3.8,2.0,170.63132
2025-12-01,10027,CHN01,300,196,1,1,1.27,103.8,12,2,0,6,148.51,78.52,12,0.38,2,21000,1.08,12,4,2025,296.0,301.0,288.0,323.0,259.0,295.0,6.557438524302126,301.6666666666667,14.236104336041942,0.6511627906976745,0.0135135135135135,2,305.88602,69.99,336.474622,17.4975,3.8,2.16,305.88602
2025-12-01,10027,DEL01,131,130,1,1,1.11,106.59,12,2,0,6,148.51,78.52,12,0.38,1,30000,1.15,12,4,2025,135.0,133.0,124.0,169.0,129.0,130.66666666666666,5.859465277082276,141.83333333333334,15.6130287473849,0.9848484848484848,-0.0296296296296296,3,133.00171,69.99,146.301881,17.4975,3.8,2.3,133.00171
2025-12-01,10027,HYD01,171,80,1,1,1.08,101.04,12,2,0,6,148.51,78.52,12,0.38,2,22000,1.05,12,4,2025,179.0,183.0,156.0,199.0,170.0,172.66666666666666,14.571661996262945,181.83333333333337,14.811031924436042,0.4651162790697674,-0.0446927374301675,4,172.45488,69.99,189.70036800000003,17.4975,3.8,2.1,172.45488
2025-12-01,10027,KOL01,257,267,0,1,1.03,100.65,12,2,0,6,148.51,78.52,12,0.38,0,20000,1.12,12,4,2025,255.0,256.0,237.0,277.0,231.0,249.33333333333337,10.692676621563644,258.0,13.416407864998751,1.0348837209302326,0.0078431372549019,5,259.16418,69.99,285.080598,17.4975,3.8,2.24,259.16418
2025-12-01,10027,MUM01,259,198,1,1,0.97,107.16,12,2,0,6,148.51,78.52,12,0.38,3,28000,1.2,12,4,2025,255.0,262.0,253.0,290.0,228.0,256.6666666666667,4.725815626252611,259.8333333333333,15.561705133649866,0.7615384615384615,0.0156862745098038,6,259.9148,69.99,285.90628000000004,17.4975,3.8,2.4,259.9148
2025-12-01,10027,PUN01,95,77,1,1,1.04,96.23,12,2,0,6,148.51,78.52,12,0.38,3,23000,1.02,12,4,2025,90.0,100.0,108.0,130.0,97.0,99.33333333333331,9.018499505645766,101.83333333333331,17.046016152364327,0.8020833333333334,0.0555555555555555,7,93.70275,69.99,103.073025,17.4975,3.8,2.04,93.70275
2025-12-01,10028,AMD01,191,183,1,1,1.23,99.51,7,0,1,5,193.72,122.44,7,0.53,3,19000,0.98,12,4,2025,169.0,139.0,147.0,216.0,176.0,151.66666666666666,15.534906930308036,169.16666666666666,30.863678761072546,0.953125,0.1301775147928994,0,191.66528,71.28,210.83180800000002,17.82,5.300000000000001,1.96,191.66528
2025-12-01,10028,BLR01,197,205,0,1,0.98,103.51,7,0,1,5,193.72,122.44,7,0.53,2,25000,1.0,12,4,2025,173.0,143.0,137.0,247.0,197.0,151.0,19.28730152198588,177.33333333333334,41.28276476529483,1.0353535353535352,0.1387283236994219,1,195.9357,71.28,215.52927000000003,17.82,5.300000000000001,2.0,195.9357
2025-12-01,10028,CHN01,233,268,0,1,0.96,102.22,7,0,1,5,193.72,122.44,7,0.53,2,21000,1.08,12,4,2025,211.0,184.0,176.0,304.0,258.0,190.33333333333337,18.339392937971983,218.66666666666663,49.44357052910608,1.1452991452991452,0.1042654028436018,2,235.68529,71.28,259.253819,17.82,5.300000000000001,2.16,235.68529
2025-12-01,10028,DEL01,114,79,1,1,0.95,105.72,7,0,1,5,193.72,122.44,7,0.53,1,30000,1.15,12,4,2025,104.0,95.0,74.0,139.0,107.0,91.0,15.394804318340558,99.0,22.20810662798616,0.6869565217391305,0.0961538461538462,3,113.05217,71.28,124.35738700000002,17.82,5.300000000000001,2.3,113.05217
2025-12-01,10028,HYD01,185,186,0,1,1.1,110.31,7,0,1,5,193.72,122.44,7,0.53,2,22000,1.05,12,4,2025,156.0,137.0,129.0,206.0,199.0,140.66666666666666,13.868429375143132,157.66666666666666,34.36083041293762,1.0,0.1858974358974359,4,185.69116,71.28,204.260276,17.82,5.300000000000001,2.1,185.69116
2025-12-01,10028,KOL01,177,191,0,1,1.17,95.94,7,0,1,5,193.72,122.44,7,0.53,0,20000,1.12,12,4,2025,150.0,150.0,131.0,195.0,192.0,143.66666666666666,10.969655114602864,157.33333333333334,25.271855228033345,1.0730337078651686,0.1799999999999999,5,178.11873,71.28,195.93060300000002,17.82,5.300000000000001,2.24,178.11873
2025-12-01,10028,MUM01,179,256,0,1,1.17,102.42,7,0,1,5,193.72,122.44,7,0.53,3,28000,1.2,12,4,2025,138.0,121.0,95.0,198.0,158.0,118.0,21.656407827707714,139.83333333333334,38.77843043067448,1.4222222222222225,0.2971014492753623,6,173.1144,71.28,190.42584,17.82,5.300000000000001,2.4,173.1144
2025-12-01,10028,PUN01,130,164,0,1,0.96,105.67,7,0,1,5,193.72,122.44,7,0.53,3,23000,1.02,12,4,2025,128.0,111.0,108.0,157.0,141.0,115.66666666666669,10.78579312490906,119.83333333333331,20.054093513960357,1.251908396946565,0.015625,7,130.91023,71.28,144.00125300000002,17.82,5.300000000000001,2.04,130.91023
2025-12-01,10029,AMD01,158,148,1,1,1.1,111.41,4,1,0,12,189.45,126.94,4,0.58,3,19000,0.98,12,4,2025,152.0,136.0,146.0,187.0,147.0,144.66666666666666,8.082903768654754,160.5,19.37782237507613,0.9308176100628932,0.0394736842105263,0,158.24004,62.50999999999999,174.064044,15.627499999999998,5.8,1.96,158.24004
2025-12-01,10029,BLR01,213,232,0,1,1.23,99.97,4,1,0,12,189.45,126.94,4,0.58,2,25000,1.0,12,4,2025,210.0,227.0,227.0,251.0,215.0,221.33333333333337,9.814954576223624,233.83333333333337,22.89468642865993,1.0841121495327102,0.0142857142857142,1,217.48306,62.50999999999999,239.231366,15.627499999999998,5.8,2.0,217.48306
2025-12-01,10029,CHN01,170,182,0,1,1.29,108.34,4,1,0,12,189.45,126.94,4,0.58,2,21000,1.08,12,4,2025,198.0,196.0,191.0,224.0,173.0,195.0,3.6055512754640335,204.83333333333337,16.64231554401809,1.064327485380117,-0.1414141414141414,2,171.44612,62.50999999999999,188.59073200000003,15.627499999999998,5.8,2.16,171.44612
2025-12-01,10029,DEL01,95,135,0,1,0.94,101.22,4,1,0,12,189.45,126.94,4,0.58,1,30000,1.15,12,4,2025,102.0,99.0,101.0,105.0,101.0,100.66666666666669,1.5275252316520105,101.83333333333331,10.30372101071581,1.40625,-0.0686274509803921,3,95.00274,62.50999999999999,104.50301400000001,15.627499999999998,5.8,2.3,95.00274
2025-12-01,10029,HYD01,183,210,0,1,1.2,111.59,4,1,0,12,189.45,126.94,4,0.58,2,22000,1.05,12,4,2025,178.0,188.0,195.0,211.0,205.0,187.0,8.544003745317584,196.66666666666663,12.94089126245433,1.141304347826087,0.0280898876404493,4,184.23166,62.50999999999999,202.654826,15.627499999999998,5.8,2.1,184.23166
2025-12-01,10029,KOL01,115,108,1,1,1.21,95.37,4,1,0,12,189.45,126.94,4,0.58,0,20000,1.12,12,4,2025,138.0,131.0,119.0,145.0,102.0,129.33333333333334,9.609023536933114,128.83333333333334,20.30188825372324,0.9310344827586208,-0.1666666666666666,5,114.33277,62.50999999999999,125.766047,15.627499999999998,5.8,2.24,114.33277
2025-12-01,10029,MUM01,94,52,1,1,1.1,101.81,4,1,0,12,189.45,126.94,4,0.58,3,28000,1.2,12,4,2025,67.0,65.0,92.0,88.0,67.0,74.66666666666667,15.044378795195689,84.33333333333333,15.920636503188769,0.5473684210526316,0.4029850746268657,6,93.67111,62.50999999999999,103.03822100000001,15.627499999999998,5.8,2.4,93.67111
2025-12-01,10029,PUN01,197,179,1,1,1.03,102.77,4,1,0,12,189.45,126.94,4,0.58,3,23000,1.02,12,4,2025,204.0,192.0,201.0,233.0,181.0,199.0,6.244997998398295,208.5,18.96048522585855,0.904040404040404,-0.034313725490196,7,196.21133,62.50999999999999,215.83246300000002,15.627499999999998,5.8,2.04,196.21133
2025-12-01,10030,AMD01,215,272,0,1,0.93,101.85,8,5,2,3,19.8,12.32,8,0.21,3,19000,0.98,12,4,2025,176.0,144.0,149.0,214.0,202.0,156.33333333333334,17.2143351115665,174.83333333333334,28.875018037512564,1.2592592592592593,0.2215909090909091,0,211.94737,7.48,233.14210700000004,1.87,2.1,1.96,211.94737
2025-12-01,10030,BLR01,158,163,0,1,1.1,96.08,8,5,2,3,19.8,12.32,8,0.21,2,25000,1.0,12,4,2025,156.0,143.0,111.0,167.0,163.0,136.66666666666666,23.15887159024236,143.66666666666666,22.482585853648295,1.0251572327044025,0.0128205128205127,1,157.16023,7.48,172.87625300000002,1.87,2.1,2.0,157.16023
2025-12-01,10030,CHN01,250,249,1,1,1.16,101.26,8,5,2,3,19.8,12.32,8,0.21,2,21000,1.08,12,4,2025,191.0,171.0,157.0,255.0,227.0,173.0,17.088007490634773,186.16666666666663,39.18375513738695,0.9920318725099602,0.3089005235602093,2,251.26038,7.48,276.386418,1.87,2.1,2.16,251.26038
2025-12-01,10030,DEL01,225,179,1,1,1.14,113.26,8,5,2,3,19.8,12.32,8,0.21,1,30000,1.15,12,4,2025,186.0,168.0,148.0,261.0,222.0,167.33333333333334,19.008769905844385,196.83333333333337,40.64193236875762,0.7920353982300885,0.2096774193548387,3,226.47351,7.48,249.12086100000002,1.87,2.1,2.3,226.47351
2025-12-01,10030,HYD01,245,230,1,1,1.1,113.1,8,5,2,3,19.8,12.32,8,0.21,2,22000,1.05,12,4,2025,184.0,181.0,180.0,215.0,244.0,181.66666666666663,2.0816659994742253,187.0,23.96664348631169,0.934959349593496,0.3315217391304348,4,248.68417,7.48,273.552587,1.87,2.1,2.1,248.68417
2025-12-01,10030,KOL01,89,66,1,1,1.29,95.8,8,5,2,3,19.8,12.32,8,0.21,0,20000,1.12,12,4,2025,79.0,55.0,45.0,79.0,71.0,59.666666666666664,17.473789896108197,64.0,13.899640283115245,0.7333333333333333,0.1265822784810126,5,88.521576,7.48,97.37373360000001,1.87,2.1,2.24,88.521576
2025-12-01,10030,MUM01,166,136,1,1,0.98,109.08,8,5,2,3,19.8,12.32,8,0.21,3,28000,1.2,12,4,2025,143.0,143.0,110.0,201.0,151.0,132.0,19.052558883257632,146.5,30.29026246172199,0.8143712574850299,0.1608391608391608,6,169.43457,7.48,186.37802700000003,1.87,2.1,2.4,169.43457
2025-12-01,10030,PUN01,145,101,1,1,1.29,111.05,8,5,2,3,19.8,12.32,8,0.21,3,23000,1.02,12,4,2025,120.0,100.0,71.0,169.0,134.0,97.0,24.63736998950976,116.0,34.876926470089096,0.6917808219178082,0.2083333333333332,7,147.19351,7.48,161.91286100000002,1.87,2.1,2.04,147.19351
2025-12-01,10031,AMD01,152,167,0,1,1.28,114.59,13,3,2,10,119.43,64.14,13,0.71,3,19000,0.98,12,4,2025,157.0,171.0,142.0,178.0,131.0,156.66666666666666,14.502873278538026,154.5,30.71644510681531,1.091503267973856,-0.0318471337579617,0,150.60834,55.290000000000006,165.669174,13.822500000000002,7.1,1.96,150.60834
2025-12-01,10031,BLR01,229,226,1,1,1.21,103.77,13,3,2,10,119.43,64.14,13,0.71,2,25000,1.0,12,4,2025,122.0,192.0,189.0,178.0,167.0,167.66666666666666,39.5769293065206,180.66666666666663,31.07195949190635,0.982608695652174,0.8770491803278688,1,234.28537,55.290000000000006,257.713907,13.822500000000002,7.1,2.0,234.28537
2025-12-01,10031,CHN01,110,118,0,1,0.93,98.02,13,3,2,10,119.43,64.14,13,0.71,2,21000,1.08,12,4,2025,86.0,122.0,98.0,57.0,65.0,102.0,18.33030277982335,100.83333333333331,26.39254945371265,1.063063063063063,0.2790697674418605,2,112.80101,55.290000000000006,124.08111100000002,13.822500000000002,7.1,2.16,112.80101
2025-12-01,10031,DEL01,227,146,1,1,1.23,95.79,13,3,2,10,119.43,64.14,13,0.71,1,30000,1.15,12,4,2025,194.0,147.0,103.0,153.0,118.0,148.0,45.50824101193101,137.83333333333334,34.21354507598804,0.6403508771929824,0.1701030927835052,3,220.47923,55.290000000000006,242.52715300000003,13.822500000000002,7.1,2.3,220.47923
2025-12-01,10031,HYD01,221,120,1,1,0.97,95.52,13,3,2,10,119.43,64.14,13,0.71,2,22000,1.05,12,4,2025,169.0,130.0,127.0,200.0,97.0,142.0,23.43074902771998,140.33333333333334,54.67967324945046,0.5405405405405406,0.3076923076923077,4,206.17429,55.290000000000006,226.79171900000003,13.822500000000002,7.1,2.1,206.17429
2025-12-01,10031,KOL01,176,196,0,1,1.2,101.41,13,3,2,10,119.43,64.14,13,0.71,0,20000,1.12,12,4,2025,109.0,216.0,197.0,171.0,136.0,174.0,57.08765190476833,168.33333333333334,36.952221403681065,1.1073446327683616,0.6146788990825689,5,187.83615,55.290000000000006,206.61976500000003,13.822500000000002,7.1,2.24,187.83615
2025-12-01,10031,MUM01,123,103,1,1,1.04,96.93,13,3,2,10,119.43,64.14,13,0.71,3,28000,1.2,12,4,2025,163.0,214.0,148.0,97.0,10.0,175.0,34.597687784012315,135.5,48.94384537406107,0.8306451612903226,-0.245398773006135,6,126.716064,55.290000000000006,139.38767040000002,13.822500000000002,7.1,2.4,126.71606
2025-12-01,10031,PUN01,134,150,0,1,1.28,112.72,13,3,2,10,119.43,64.14,13,0.71,3,23000,1.02,12,4,2025,28.0,32.0,106.0,83.0,12.0,55.333333333333336,43.924177093411075,78.83333333333333,40.454501191668,1.1111111111111112,3.7857142857142856,7,94.74481,55.290000000000006,104.21929100000001,13.822500000000002,7.1,2.04,94.74481
2025-12-01,10032,AMD01,162,177,0,1,1.1,105.75,10,2,1,9,147.36,85.8,10,0.51,3,19000,0.98,12,4,2025,133.0,137.0,115.0,187.0,155.0,128.33333333333334,11.71893055416447,140.5,28.083803161252817,1.0858895705521472,0.2180451127819549,0,161.62627,61.56000000000002,177.78889700000002,15.390000000000004,5.1,1.96,161.62627
2025-12-01,10032,BLR01,157,176,0,1,1.04,95.22,10,2,1,9,147.36,85.8,10,0.51,2,25000,1.0,12,4,2025,145.0,109.0,104.0,149.0,136.0,119.33333333333331,22.3681320930768,122.16666666666669,21.2171314429321,1.1139240506329111,0.0827586206896551,1,154.26225,61.56000000000002,169.688475,15.390000000000004,5.1,2.0,154.26225
2025-12-01,10032,CHN01,151,134,1,1,1.07,99.79,10,2,1,9,147.36,85.8,10,0.51,2,21000,1.08,12,4,2025,129.0,121.0,114.0,148.0,132.0,121.33333333333331,7.505553499465122,127.83333333333331,12.31936145531371,0.881578947368421,0.1705426356589148,2,146.7201,61.56000000000002,161.39211,15.390000000000004,5.1,2.16,146.7201
2025-12-01,10032,DEL01,223,263,0,1,1.03,107.55,10,2,1,9,147.36,85.8,10,0.51,1,30000,1.15,12,4,2025,184.0,177.0,182.0,261.0,219.0,181.0,3.605551275466894,202.66666666666663,42.64113819619127,1.1741071428571428,0.2119565217391303,3,224.24153,61.56000000000002,246.66568300000003,15.390000000000004,5.1,2.3,224.24153
2025-12-01,10032,HYD01,130,88,1,1,1.28,103.48,10,2,1,9,147.36,85.8,10,0.51,2,22000,1.05,12,4,2025,110.0,105.0,95.0,156.0,169.0,103.33333333333331,7.637626158259766,121.0,26.802984908401537,0.6717557251908397,0.1818181818181818,4,133.97469,61.56000000000002,147.372159,15.390000000000004,5.1,2.1,133.97469
2025-12-01,10032,KOL01,160,153,1,1,0.92,109.04,10,2,1,9,147.36,85.8,10,0.51,0,20000,1.12,12,4,2025,132.0,120.0,122.0,166.0,154.0,124.66666666666669,6.429100507328597,138.83333333333334,26.551208384302623,0.9503105590062112,0.2121212121212121,5,161.87743,61.56000000000002,178.06517300000002,15.390000000000004,5.1,2.24,161.87743
2025-12-01,10032,MUM01,108,111,0,1,0.97,111.44,10,2,1,9,147.36,85.8,10,0.51,3,28000,1.2,12,4,2025,81.0,77.0,50.0,113.0,78.0,69.33333333333333,16.86218649325563,77.16666666666667,20.566153424174097,1.018348623853211,0.3333333333333332,6,108.02883,61.56000000000002,118.83171300000001,15.390000000000004,5.1,2.4,108.02883
2025-12-01,10032,PUN01,114,162,0,1,1.23,112.07,10,2,1,9,147.36,85.8,10,0.51,3,23000,1.02,12,4,2025,91.0,72.0,79.0,133.0,135.0,80.66666666666667,9.609023536933108,91.66666666666669,21.68563272460971,1.4086956521739131,0.2527472527472527,7,115.56878,61.56000000000002,127.12565800000002,15.390000000000004,5.1,2.04,115.56878
2025-12-01,10033,AMD01,75,63,1,1,1.3,111.26,12,4,1,4,280.91,149.48,12,0.22,3,19000,0.98,12,4,2025,51.0,52.0,36.0,78.0,72.0,46.333333333333336,8.962886439832367,58.833333333333336,15.263245613782976,0.8289473684210527,0.4705882352941177,0,78.12973,131.43000000000004,85.942703,32.85750000000001,2.2,1.96,78.12973
2025-12-01,10033,BLR01,134,137,0,1,0.99,98.71,12,4,1,4,280.91,149.48,12,0.22,2,25000,1.0,12,4,2025,116.0,100.0,121.0,177.0,141.0,112.33333333333331,10.96965511460282,135.0,28.22055988105122,1.0148148148148148,0.1551724137931034,1,133.36366,131.43000000000004,146.70002600000004,32.85750000000001,2.2,2.0,133.36366
2025-12-01,10033,CHN01,223,191,1,1,1.1,105.25,12,4,1,4,280.91,149.48,12,0.22,2,21000,1.08,12,4,2025,192.0,166.0,146.0,259.0,219.0,168.0,23.065125189341437,195.33333333333337,43.614982135347134,0.8526785714285714,0.1614583333333332,2,221.4584,131.43000000000004,243.60424000000003,32.85750000000001,2.2,2.16,221.4584
2025-12-01,10033,DEL01,136,129,1,1,1.04,110.01,12,4,1,4,280.91,149.48,12,0.22,1,30000,1.15,12,4,2025,96.0,97.0,82.0,135.0,131.0,91.66666666666669,8.386497083606216,106.83333333333331,26.072335274514092,0.9416058394160584,0.4166666666666667,3,137.903,131.43000000000004,151.6933,32.85750000000001,2.2,2.3,137.903
2025-12-01,10033,HYD01,221,220,1,1,1.1,99.11,12,4,1,4,280.91,149.48,12,0.22,2,22000,1.05,12,4,2025,187.0,168.0,158.0,236.0,211.0,171.0,14.730919862656176,179.66666666666666,31.551016887996973,0.990990990990991,0.1818181818181818,4,220.09134,131.43000000000004,242.10047400000002,32.85750000000001,2.2,2.1,220.09134
2025-12-01,10033,KOL01,108,120,0,1,1.15,111.12,12,4,1,4,280.91,149.48,12,0.22,0,20000,1.12,12,4,2025,78.0,77.0,57.0,122.0,95.0,70.66666666666667,11.846237095944552,83.33333333333333,23.813161626853876,1.1009174311926606,0.3846153846153846,5,106.71975,131.43000000000004,117.39172500000001,32.85750000000001,2.2,2.24,106.71975
2025-12-01,10033,MUM01,179,229,0,1,0.94,98.94,12,4,1,4,280.91,149.48,12,0.22,3,28000,1.2,12,4,2025,171.0,154.0,160.0,224.0,215.0,161.66666666666666,8.62167810425161,179.83333333333334,33.866896324680646,1.272222222222222,0.0467836257309941,6,178.5539,131.43000000000004,196.40929000000003,32.85750000000001,2.2,2.4,178.5539
2025-12-01,10033,PUN01,99,71,1,1,1.03,109.61,12,4,1,4,280.91,149.48,12,0.22,3,23000,1.02,12,4,2025,61.0,71.0,53.0,86.0,74.0,61.666666666666664,9.018499505645725,62.333333333333336,18.129166187849513,0.71,0.6229508196721312,7,98.42919,131.43000000000004,108.27210900000001,32.85750000000001,2.2,2.04,98.42919
2025-12-01,10034,AMD01,123,142,0,1,1.05,95.56,7,2,1,7,195.35,108.05,7,0.75,3,19000,0.98,12,4,2025,126.0,108.0,112.0,143.0,106.0,115.33333333333331,9.451631252505209,122.0,13.401492454200715,1.1451612903225807,-0.0238095238095238,0,122.70664,87.3,134.977304,21.825,7.5,1.96,122.70664
2025-12-01,10034,BLR01,279,263,1,1,1.3,99.05,7,2,1,7,195.35,108.05,7,0.75,2,25000,1.0,12,4,2025,269.0,277.0,272.0,306.0,233.0,272.6666666666667,4.041451884327358,285.0,23.409399821439244,0.9392857142857144,0.0371747211895909,1,280.36304,87.3,308.39934400000004,21.825,7.5,2.0,280.36304
2025-12-01,10034,CHN01,101,90,1,1,1.16,108.43,7,2,1,7,195.35,108.05,7,0.75,2,21000,1.08,12,4,2025,95.0,106.0,99.0,124.0,95.0,100.0,5.567764362830005,102.83333333333331,11.196725711861838,0.8823529411764706,0.063157894736842,2,100.30891,87.3,110.33980100000001,21.825,7.5,2.16,100.30891
2025-12-01,10034,DEL01,336,279,1,1,0.98,106.79,7,2,1,7,195.35,108.05,7,0.75,1,30000,1.15,12,4,2025,334.0,337.0,345.0,399.0,316.0,338.6666666666667,5.686240703077785,352.1666666666667,33.35515952092949,0.827893175074184,0.0059880239520957,3,327.9162,87.3,360.70782,21.825,7.5,2.3,327.9162
2025-12-01,10034,HYD01,221,211,1,1,1.08,101.19,7,2,1,7,195.35,108.05,7,0.75,2,22000,1.05,12,4,2025,219.0,204.0,219.0,261.0,190.0,214.0,8.66025403784436,226.5,26.883080180663736,0.9504504504504504,0.0091324200913243,4,222.24191,87.3,244.466101,21.825,7.5,2.1,222.24191
2025-12-01,10034,KOL01,276,200,1,1,1.03,113.52,7,2,1,7,195.35,108.05,7,0.75,0,20000,1.12,12,4,2025,253.0,252.0,252.0,286.0,221.0,252.33333333333337,0.5773502691895807,261.6666666666667,18.89620773241732,0.7220216606498195,0.0909090909090908,5,277.44067,87.3,305.18473700000004,21.825,7.5,2.24,277.44067
2025-12-01,10034,MUM01,185,235,0,1,1.26,104.16,7,2,1,7,195.35,108.05,7,0.75,3,28000,1.2,12,4,2025,204.0,210.0,198.0,209.0,187.0,204.0,6.0000000000000915,207.83333333333337,18.648503067717716,1.2634408602150538,-0.0931372549019607,6,186.29251,87.3,204.921761,21.825,7.5,2.4,186.29251
2025-12-01,10034,PUN01,163,140,1,1,1.2,95.4,7,2,1,7,195.35,108.05,7,0.75,3,23000,1.02,12,4,2025,153.0,162.0,147.0,169.0,141.0,154.0,7.549834435270746,156.66666666666666,13.485794995722884,0.8536585365853658,0.065359477124183,7,161.99828,87.3,178.19810800000002,21.825,7.5,2.04,161.99828
2025-12-01,10035,AMD01,106,231,0,1,1.25,103.76,5,1,2,7,30.43,21.78,5,0.57,3,19000,0.98,12,4,2025,205.0,113.0,59.0,143.0,172.0,125.66666666666669,73.81959992666806,141.5,50.70601542223566,2.1588785046728973,-0.4829268292682926,0,104.47323,8.649999999999999,114.92055300000001,2.1624999999999996,5.699999999999999,1.96,104.47323
2025-12-01,10035,BLR01,200,201,0,1,1.23,111.44,5,1,2,7,30.43,21.78,5,0.57,2,25000,1.0,12,4,2025,169.0,206.0,174.0,162.0,211.0,183.0,20.07485989988472,188.0,22.009089031579578,1.0,0.1834319526627219,1,201.88986,8.649999999999999,222.07884600000003,2.1624999999999996,5.699999999999999,2.0,201.88986
2025-12-01,10035,CHN01,69,129,0,1,0.98,101.68,5,1,2,7,30.43,21.78,5,0.57,2,21000,1.08,12,4,2025,71.0,118.0,174.0,161.0,66.0,121.0,51.56549233741497,118.5,43.8029679359744,1.8428571428571427,-0.028169014084507,2,72.35033,8.649999999999999,79.585363,2.1624999999999996,5.699999999999999,2.16,72.35033
2025-12-01,10035,DEL01,145,204,0,1,1.12,102.7,5,1,2,7,30.43,21.78,5,0.57,1,30000,1.15,12,4,2025,142.0,156.0,134.0,250.0,211.0,144.0,11.13552872565972,179.16666666666666,58.55054796213843,1.3972602739726028,0.0211267605633802,3,145.84021,8.649999999999999,160.42423100000002,2.1624999999999996,5.699999999999999,2.3,145.84021
2025-12-01,10035,HYD01,169,259,0,1,1.17,100.33,5,1,2,7,30.43,21.78,5,0.57,2,22000,1.05,12,4,2025,309.0,221.0,235.0,282.0,207.0,255.0,47.28636167014758,237.0,56.23877665810314,1.5235294117647058,-0.4530744336569579,4,184.54832,8.649999999999999,203.003152,2.1624999999999996,5.699999999999999,2.1,184.54832
2025-12-01,10035,KOL01,23,112,0,1,0.91,96.69,5,1,2,7,30.43,21.78,5,0.57,0,20000,1.12,12,4,2025,68.0,113.0,134.0,110.0,167.0,105.0,33.719430600174725,104.0,24.955961211702515,4.666666666666667,-0.6617647058823529,5,17.307411,8.649999999999999,19.0381521,2.1624999999999996,5.699999999999999,2.24,17.307411
2025-12-01,10035,MUM01,171,163,1,1,1.23,103.31,5,1,2,7,30.43,21.78,5,0.57,3,28000,1.2,12,4,2025,183.0,142.0,138.0,162.0,76.0,154.33333333333334,24.90649179096361,150.83333333333334,32.13979879630036,0.9476744186046512,-0.0655737704918032,6,170.15805,8.649999999999999,187.17385500000003,2.1624999999999996,5.699999999999999,2.4,170.15805
2025-12-01,10035,PUN01,82,240,0,1,1.14,107.02,5,1,2,7,30.43,21.78,5,0.57,3,23000,1.02,12,4,2025,144.0,114.0,141.0,231.0,195.0,133.0,16.52271164185833,157.83333333333334,46.29218796586164,2.891566265060241,-0.4305555555555556,7,83.57541,8.649999999999999,91.93295100000002,2.1624999999999996,5.699999999999999,2.04,83.57541
2025-12-01,10036,AMD01,123,129,0,1,1.19,111.43,3,0,1,13,266.84,141.62,3,0.49,3,19000,0.98,12,4,2025,99.0,87.0,106.0,138.0,110.0,97.33333333333331,9.60902353693296,107.16666666666669,18.14846182646514,1.0403225806451613,0.2424242424242424,0,124.20996,125.21999999999997,136.630956,31.304999999999993,4.9,1.96,124.20996
2025-12-01,10036,BLR01,212,277,0,1,1.26,107.42,3,0,1,13,266.84,141.62,3,0.49,2,25000,1.0,12,4,2025,206.0,173.0,175.0,296.0,255.0,184.66666666666663,18.502252115170577,210.0,46.955297890653405,1.300469483568075,0.0291262135922329,1,211.21788,125.21999999999997,232.33966800000002,31.304999999999993,4.9,2.0,211.21788
2025-12-01,10036,CHN01,247,344,0,1,1.2,102.21,3,0,1,13,266.84,141.62,3,0.49,2,21000,1.08,12,4,2025,207.0,182.0,183.0,258.0,243.0,190.66666666666663,14.153915830374446,210.16666666666663,32.20817701557607,1.3870967741935485,0.1932367149758453,2,243.0383,125.21999999999997,267.34213,31.304999999999993,4.9,2.16,243.0383
2025-12-01,10036,DEL01,97,110,0,1,1.27,110.02,3,0,1,13,266.84,141.62,3,0.49,1,30000,1.15,12,4,2025,80.0,57.0,63.0,91.0,71.0,66.66666666666667,11.930353445448857,71.33333333333333,15.318833724101438,1.1224489795918366,0.2124999999999999,3,98.12693,125.21999999999997,107.93962300000001,31.304999999999993,4.9,2.3,98.12693
